index    1   5000001    1     1
  1 oligomer size:     2
index    2   5000001    5     4
  1 oligomer size:     2
  2 oligomer size:     2
  3 oligomer size:     3
  4 oligomer size:     2
index    3   5000001    0     0
index    4   5000001    1     1
  1 oligomer size:     2
index    5   5000001    4     2
  1 oligomer size:     4
  2 oligomer size:     2
index    6   5000001    2     2
  1 oligomer size:     2
  2 oligomer size:     2
index    7   5000001    4     4
  1 oligomer size:     2
  2 oligomer size:     2
  3 oligomer size:     2
  4 oligomer size:     2
index    8   5000001    1     1
  1 oligomer size:     2
index    9   5000001    1     1
  1 oligomer size:     2
index   10   5000001    5     3
  1 oligomer size:     4
  2 oligomer size:     2
  3 oligomer size:     2
index   11   5000001    5     5
  1 oligomer size:     2
  2 oligomer size:     2
  3 oligomer size:     2
  4 oligomer size:     2
  5 oligomer size:     2
index   12   5000001    2     2
  1 oligomer size:     2
  2 oligomer size:     2
index   13   5000001    4     4
  1 oligomer size:     2
  2 oligomer size:     2
  3 oligomer size:     2
  4 oligomer size:     2
index   14   5000001    0     0
index   15   5000001    2     2
  1 oligomer size:     2
  2 oligomer size:     2
index   16   5000001    0     0
index   17   5000001    1     1
  1 oligomer size:     2
index   18   5000001    1     1
  1 oligomer size:     2
index   19   5000001    2     2
  1 oligomer size:     2
  2 oligomer size:     2
index   20   5000001    2     1
  1 oligomer size:     3
